"sku","_store","_attribute_set","_type","_category","_product_websites","name","description","short_description","weight","news_from_date","news_to_date","status","url_key","visibility","gift_message_available","price","special_price","special_from_date","special_to_date","cost","tax_class_id","enable_googlecheckout","meta_title","meta_keyword","meta_description","allow_open_amount","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","allow_message","use_config_allow_message","email_template","use_config_email_template","activation_information","base_price_amount","base_price_base_amount","base_price_base_unit","base_price_unit","base_price_use","color","computer_manufacturers","contrast_ratio","country_of_manufacture","country_orgin","cpu_speed","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","designeditor_theme_id","dimension","finish","gallery","gender","harddrive_speed","hardrive","has_options","image","image_label","in_depth","is_imported","manufacturer","max_resolution","megapixels","memory","metal","model","msrp","msrp_display_actual_price_type","msrp_enabled","open_amount_min","options_container","package_type","page_layout","processor","ram_size","required_options","response_time","room","screensize","shape","shirt_size","shoe_size","shoe_type","size","small_image","small_image_label","style","thumbnail","thumbnail_label","type","updated_at","url_path","_additional_image","_additional_image_label","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","_giftcard_amounts_website","_giftcard_amounts_amount","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_custom_option_store","_custom_option_type","_custom_option_title","_custom_option_is_required","_custom_option_price","_custom_option_sku","_custom_option_max_characters","_custom_option_sort_order","_custom_option_row_title","_custom_option_row_price","_custom_option_row_sku","_custom_option_row_sort","_super_products_sku","_super_attribute_code","_super_attribute_option","_super_attribute_price_corr"
"PENDANT","","Default","simple","ENGRAVING SERVICES","base","Get Photo/ Logo Laser Engraved Custom on Your Pendant/ Necklace","<p><span style=""font-size: medium; font-family: georgia, palatino;"">We will custom laser engrave your personal pendant or necklace with your desired photo or logo. Your picture can be engraved in full colour, black &amp; white or etched onto the pendant. </span>&nbsp;</p>
<p><strong><span style=""font-size: medium; font-family: georgia, palatino;"">Our requirements to approve job:</span></strong></p>
<ul>
<li><span style=""font-size: medium; font-family: georgia, palatino;"">flat &amp; smooth surface</span></li>
<li><span style=""font-size: medium; font-family: georgia, palatino;"">no bale attached / bale flat with surface</span></li>
<li><span style=""font-size: medium; font-family: georgia, palatino;"">chain removed beforehand</span></li>
<li><span style=""font-size: medium; font-family: georgia, palatino;"">solid Gold or Silver (or other precious metals)</span></li>
<li><span style=""font-size: medium; font-family: georgia, palatino;"">max. dimensions 50x50mm</span></li>
</ul>
<p><span style=""font-size: medium; font-family: georgia, palatino;"">*<strong>Call us on&nbsp;01923 220202 </strong>to discuss before placing order.</span></p>
<p><strong><span style=""font-size: medium; font-family: georgia, palatino;"">Post items to:<br /></span></strong><span style=""font-family: georgia, palatino; font-size: medium;"">Photo Images<br /></span><span style=""font-family: georgia, palatino; font-size: medium;"">86 Langley Way<br /></span><span style=""font-family: georgia, palatino; font-size: medium;"">Watford<br /></span><span style=""font-family: georgia, palatino; font-size: medium;"">WD17 3EF</span></p>
<p><span style=""font-family: georgia, palatino; font-size: medium;"">*&nbsp;We can photo engrave most pendants but for technical reasons some jobs may have to be declined.</span><span style=""font-size: medium; font-family: georgia, palatino;""><br /></span></p>","<p><span style=""font-family: georgia, palatino; font-size: medium;"">We provide a photo/logo laser engraving service for your personal pendant or necklace customized just for you. Your picture or logo can be engraved in full colour, black &amp; white or etched onto the pendant. As an extra you can have a message engraved on the reverse.&nbsp;</span></p>
<p><strong><span style=""font-family: georgia, palatino; font-size: medium;"">Our requirements to approve job:</span></strong></p>
<ul>
<li><span style=""font-family: georgia, palatino; font-size: medium;"">flat &amp; smooth surface</span></li>
<li><span style=""font-family: georgia, palatino; font-size: medium;"">no bale attached / bale flat with surface</span></li>
<li><span style=""font-family: georgia, palatino; font-size: medium;"">chain removed beforehand</span></li>
<li><span style=""font-family: georgia, palatino; font-size: medium;"">solid Gold or Silver (or other precious metals)</span></li>
<li><span style=""font-family: georgia, palatino; font-size: medium;"">max. dimensions 50x50mm</span></li>
</ul>","0.0000","","","1","laser-photo-engraving","4","","39.6000","","","","","1","1","Laser Photo Engraving Pendants, Laser Colour Engraving Photos on Pendants, Necklaces UK ","","Personalized laser photo or logo engraving service for pendants and necklaces. Get multiple photos engraved and customize your pendant with a message engraved on reverse. ","","","","","","","","","","","","","0.0000","","KG __long","KG __long","No","","","","","","","2012-06-26 14:13:59","","","","","11","","","","","","","1","no_selection","","","No","","","","","","","","Use config","Use config","","Block after Info Column","","","","","1","","","","","","","","","no_selection","","","no_selection","","","2013-12-04 06:53:23","laser-photo-engraving.html","","","0.0000","0","1","0","0","1","1.0000","1","10000","1","0","1","1","0","1","1","1","1","1","0","","","","","","","","","","","","","","","","","radio","I also need a chain for my pendant","1","","","","5","No thanks, I have my own chain","0.0000","","1","","","",""
"","","","","ENGRAVING SERVICES/Photo Engraving Jewellery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18 inch Sterling Silver Prince of Wales chain","9.9500","SILCHAIN","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18 inch 9ct Gold Prince of Wales chain","17.9500","9CHAIN","3","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","18 inch Sterling Silver Prince of Wales chain","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","18 inch 9ct Gold Prince of Wales chain","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","field","I wish to have message engraved on reverse","0","10.0000","MESSAGE","40","3","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I have a photo with multiple people or several separate photos","1","","","","2","No thanks, only 1 person / 1 photo","0.0000","","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2 people / 2 photos","15.0000","2PHOTO","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3 people / 3 photos","30.0000","3PHOTO","3","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","2 people / 2 photos","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","3 people / 3 photos","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I choose the following finish","1","","","","1","Laser - lasering in high detail with a delicate finish","0.0000","LASER","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black & White - enameling in black & white and high detail","0.0000","ULTRA","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colour - enameling in full vibrant colour and high detail","0.0000","COLOUR","3","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Black & White - enameling in black & white and high detail","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Colour - enameling in full vibrant colour and high detail","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","area","My instructions ( only man from photo etc.)","0","0.0000","","0","6","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I choose the following engraving style","1","","","","4","No message engraved, please","0.0000","","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Subsurface engraving","0.0000","SUB","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","deep engraving (only suitable for metal items) ","10.0000","DEEP","3","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Subsurface engraving","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","deep engraving (only suitable for metal items) ","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","NB! Please provide good quality artwork as this is essential! (JPEG, JPG, PDF, TIF, GIF format)","1","","","","7","I am sending my photo/ artwork via e-mail to info@photo-images.net","0.0000","","1","","","",""
